Date,High,Low,Open,Close,Volume,Adj Close
2012-01-03,188.7100067138672,186.0,186.72999572753906,186.3000030517578,5646000.0,143.06524658203125
2012-01-04,186.3300018310547,184.94000244140625,185.57000732421875,185.5399932861328,4346700.0,142.4816131591797
2012-01-05,185.02999877929688,183.10000610351562,184.80999755859375,184.66000366210938,4463100.0,141.80587768554688
2012-01-06,184.47999572753906,182.30999755859375,184.38999938964844,182.5399932861328,4897100.0,140.17787170410156
2012-01-09,182.27000427246094,180.27000427246094,182.1999969482422,181.58999633789062,5201200.0,139.44830322265625
2012-01-10,183.72000122070312,181.1999969482422,183.22999572753906,181.30999755859375,5161000.0,139.23330688476562
2012-01-11,182.80999755859375,180.5,180.72999572753906,182.32000732421875,4110800.0,140.00889587402344
2012-01-12,181.91000366210938,178.3800048828125,181.86000061035156,180.5500030517578,6881000.0,138.64967346191406
2012-01-13,179.61000061035156,177.35000610351562,179.47999572753906,179.16000366210938,5279200.0,137.58224487304688
2012-01-17,182.0,179.32000732421875,180.36000061035156,180.0,6003400.0,138.22727966308594
2012-01-18,181.60000610351562,179.5,179.8300018310547,181.07000732421875,4600600.0,139.04898071289062
2012-01-19,182.36000061035156,180.35000610351562,181.7899932861328,180.52000427246094,8567200.0,138.62660217285156
2012-01-20,188.97000122070312,184.75,185.77000427246094,188.52000427246094,12849700.0,144.7700958251953
2012-01-23,190.52000427246094,187.6699981689453,187.91000366210938,189.97999572753906,5751700.0,145.8912353515625
2012-01-24,192.3000030517578,188.52000427246094,188.6300048828125,191.92999267578125,5345700.0,147.3887481689453
2012-01-25,192.24000549316406,189.61000061035156,191.3300018310547,191.72999572753906,4359700.0,147.235107421875
2012-01-26,192.7899932861328,190.47000122070312,191.7899932861328,190.97999572753906,4004700.0,146.65916442871094
2012-01-27,191.77000427246094,189.80999755859375,190.00999450683594,190.4600067138672,3360400.0,146.25982666015625
2012-01-30,192.72999572753906,188.22000122070312,189.38999938964844,192.5,4359000.0,147.8264617919922
