Date,High,Low,Open,Close,Volume,Adj Close
2013-09-30,74.5999984741211,73.73999786376953,74.27999877929688,73.95999908447266,6752500,63.58476638793945
2013-10-01,73.88999938964844,73.31999969482422,73.87000274658203,73.58999633789062,5675500,63.266658782958984
2013-10-02,73.72000122070312,73.04000091552734,73.38999938964844,73.72000122070312,7376100,63.37843704223633
2013-10-03,73.52999877929688,72.94999694824219,73.52999877929688,73.16000366210938,7179600,62.89698028564453
2013-10-04,73.37999725341797,72.79000091552734,73.01000213623047,72.80000305175781,5747700,62.58747100830078
2013-10-07,72.41999816894531,71.51000213623047,72.41999816894531,71.87000274658203,6886400,61.787967681884766
2013-10-08,73.19000244140625,71.80000305175781,71.8499984741211,72.9000015258789,9224200,62.6734619140625
2013-10-09,73.33999633789062,72.56999969482422,72.83000183105469,73.0,6467400,62.75941848754883
2013-10-10,74.87000274658203,73.2699966430664,73.4800033569336,74.79000091552734,7680200,64.29832458496094
2013-10-11,74.83000183105469,73.83000183105469,74.61000061035156,74.81999969482422,6529200,64.32412719726562
2013-10-14,74.70999908447266,73.75,74.33999633789062,74.68000030517578,5904000,64.20374298095703
2013-10-15,75.37000274658203,73.98999786376953,74.43000030517578,74.37000274658203,8993300,63.937255859375
2013-10-16,75.62000274658203,74.56999969482422,74.80999755859375,75.5999984741211,5914500,64.99469757080078
2013-10-17,76.12000274658203,71.69000244140625,75.48999786376953,75.77999877929688,6395100,65.1494369506836
2013-10-18,75.93000030517578,75.4800033569336,75.80000305175781,75.70999908447266,6788500,65.08926391601562
2013-10-21,75.81999969482422,74.81999969482422,75.72000122070312,75.1500015258789,5364100,64.60784149169922
2013-10-22,76.48999786376953,75.20999908447266,75.43000030517578,76.31999969482422,6948500,65.61367797851562
2013-10-23,76.3499984741211,75.80999755859375,76.18000030517578,75.9000015258789,5870100,65.25262451171875
2013-10-24,76.51000213623047,75.81999969482422,76.02999877929688,76.41999816894531,5864300,65.69966125488281
2013-10-25,76.76000213623047,75.77999877929688,76.37000274658203,76.08000183105469,6458800,65.40736389160156
2013-10-28,77.20999908447266,76.05000305175781,76.16000366210938,77.13999938964844,7032400,66.31865692138672
2013-10-29,77.62999725341797,76.75,77.25,77.05999755859375,7437600,66.24989318847656
2013-10-30,77.52999877929688,76.55999755859375,77.2699966430664,76.91000366210938,4646000,66.12093353271484
2013-10-31,77.1500015258789,76.5999984741211,76.87999725341797,76.75,4612400,65.9833755493164
